stage,mean_ms,median_ms,std_ms,min_ms,max_ms,fps,n_repetitions
feature_extraction_raw,0.09590099999911672,0.08795000000816344,0.019452233622341643,0.08469999997373634,0.175799999993842,10427.419943579423,100
feature_extraction_invariant,0.2848949999997785,0.24865000000318105,0.19431892372270904,0.1157000000091557,1.034700000019484,3510.065111710551,100
